agent_id,label,attack_type
0,0,none
1,0,none
2,0,none
3,0,none
4,0,none
5,0,none
6,0,none
7,0,none
8,0,none
9,0,none
10,0,none
11,0,none
12,0,none
13,0,none
14,0,none
15,0,none
16,0,none
17,0,none
18,0,none
19,0,none
20,0,none
21,0,none
22,0,none
23,0,none
24,0,none
25,0,none
26,0,none
27,0,none
28,0,none
29,0,none
30,0,none
31,0,none
32,0,none
33,0,none
34,0,none
35,0,none
36,0,none
37,0,none
38,0,none
39,0,none
40,0,none
41,0,none
42,0,none
43,0,none
44,0,none
45,0,none
46,0,none
47,0,none
48,0,none
49,0,none
50,0,none
51,0,none
52,0,none
53,0,none
54,0,none
55,0,none
56,0,none
57,0,none
58,0,none
59,0,none
60,0,none
61,0,none
62,0,none
63,0,none
64,0,none
65,0,none
66,0,none
67,0,none
68,0,none
69,0,none
70,0,none
71,0,none
72,0,none
73,0,none
74,0,none
75,0,none
76,0,none
77,0,none
78,0,none
79,0,none
80,0,none
81,0,none
82,0,none
83,0,none
84,0,none
85,0,none
86,0,none
87,0,none
88,0,none
89,0,none
90,0,none
91,0,none
92,0,none
93,0,none
94,0,none
95,0,none
96,0,none
97,0,none
98,0,none
99,0,none
100,0,none
101,0,none
102,0,none
103,0,none
104,0,none
105,0,none
106,0,none
107,0,none
108,0,none
109,0,none
110,0,none
111,0,none
112,0,none
113,0,none
114,0,none
115,0,none
116,0,none
117,0,none
118,0,none
119,0,none
120,0,none
121,0,none
122,0,none
123,0,none
124,0,none
125,0,none
126,0,none
127,0,none
128,0,none
129,0,none
130,0,none
131,0,none
132,0,none
133,0,none
134,0,none
135,0,none
136,0,none
137,0,none
138,0,none
139,0,none
140,0,none
141,0,none
142,0,none
143,0,none
144,0,none
145,0,none
146,0,none
147,0,none
148,0,none
149,0,none
150,0,none
151,0,none
152,0,none
153,0,none
154,0,none
155,0,none
156,0,none
157,0,none
158,0,none
159,0,none
160,0,none
161,0,none
162,0,none
163,0,none
164,0,none
165,0,none
166,0,none
167,0,none
168,0,none
169,0,none
170,0,none
171,0,none
172,0,none
173,0,none
174,0,none
175,0,none
176,0,none
177,0,none
178,0,none
179,0,none
180,0,none
181,0,none
182,0,none
183,0,none
184,0,none
185,0,none
186,0,none
187,0,none
188,0,none
189,0,none
190,0,none
191,0,none
192,0,none
193,0,none
194,0,none
195,0,none
196,0,none
197,0,none
198,0,none
199,0,none
200,0,none
201,0,none
202,0,none
203,0,none
204,0,none
205,0,none
206,0,none
207,0,none
208,0,none
209,0,none
210,0,none
211,0,none
212,0,none
213,0,none
214,0,none
215,0,none
216,0,none
217,0,none
218,0,none
219,0,none
220,0,none
221,0,none
222,0,none
223,0,none
224,0,none
225,0,none
226,0,none
227,0,none
228,0,none
229,0,none
230,0,none
231,0,none
232,0,none
233,0,none
234,0,none
235,0,none
236,0,none
237,0,none
238,0,none
239,0,none
240,0,none
241,0,none
242,0,none
243,0,none
244,0,none
245,0,none
246,0,none
247,0,none
248,0,none
249,0,none
250,0,none
251,0,none
252,0,none
253,0,none
254,0,none
255,0,none
256,0,none
257,0,none
258,0,none
259,0,none
260,0,none
261,0,none
262,0,none
263,0,none
264,0,none
265,0,none
266,0,none
267,0,none
268,0,none
269,0,none
270,0,none
271,0,none
272,0,none
273,0,none
274,0,none
275,0,none
276,0,none
277,0,none
278,0,none
279,0,none
280,0,none
281,0,none
282,0,none
283,0,none
284,0,none
285,0,none
286,0,none
287,0,none
288,0,none
289,0,none
290,0,none
291,0,none
292,0,none
293,0,none
294,0,none
295,0,none
296,0,none
297,0,none
298,0,none
299,0,none
300,0,none
301,0,none
302,0,none
303,0,none
304,0,none
305,0,none
306,0,none
307,0,none
308,0,none
309,0,none
310,0,none
311,0,none
312,0,none
313,0,none
314,0,none
315,0,none
316,0,none
317,0,none
318,0,none
319,0,none
320,0,none
321,0,none
322,0,none
323,0,none
324,0,none
325,0,none
326,0,none
327,0,none
328,0,none
329,0,none
330,0,none
331,0,none
332,0,none
333,0,none
334,0,none
335,0,none
336,0,none
337,0,none
338,0,none
339,0,none
340,0,none
341,0,none
342,0,none
343,0,none
344,0,none
345,0,none
346,0,none
347,0,none
348,0,none
349,0,none
350,0,none
351,0,none
352,0,none
353,0,none
354,0,none
355,0,none
356,0,none
357,0,none
358,0,none
359,0,none
360,0,none
361,0,none
362,0,none
363,0,none
364,0,none
365,0,none
366,0,none
367,0,none
368,0,none
369,0,none
370,0,none
371,0,none
372,0,none
373,0,none
374,0,none
375,0,none
376,0,none
377,0,none
378,0,none
379,0,none
380,0,none
381,0,none
382,0,none
383,0,none
384,0,none
385,0,none
386,0,none
387,0,none
388,0,none
389,0,none
390,0,none
391,0,none
392,0,none
393,0,none
394,0,none
395,0,none
396,0,none
397,0,none
398,0,none
399,0,none
400,0,none
401,0,none
402,0,none
403,0,none
404,0,none
405,0,none
406,0,none
407,0,none
408,0,none
409,0,none
410,0,none
411,0,none
412,0,none
413,0,none
414,0,none
415,0,none
416,0,none
417,0,none
418,0,none
419,0,none
420,0,none
421,0,none
422,0,none
423,0,none
424,0,none
425,1,selective_packet_drop
426,1,route_manipulation
427,1,transmission_burst
428,1,coordinated_insider
429,1,low_and_slow
430,1,selective_packet_drop
431,1,route_manipulation
432,1,transmission_burst
433,1,coordinated_insider
434,1,low_and_slow
435,1,selective_packet_drop
436,1,route_manipulation
437,1,transmission_burst
438,1,coordinated_insider
439,1,low_and_slow
440,1,selective_packet_drop
441,1,route_manipulation
442,1,transmission_burst
443,1,coordinated_insider
444,1,low_and_slow
445,1,selective_packet_drop
446,1,route_manipulation
447,1,transmission_burst
448,1,coordinated_insider
449,1,low_and_slow
450,1,selective_packet_drop
451,1,route_manipulation
452,1,transmission_burst
453,1,coordinated_insider
454,1,low_and_slow
455,1,selective_packet_drop
456,1,route_manipulation
457,1,transmission_burst
458,1,coordinated_insider
459,1,low_and_slow
460,1,selective_packet_drop
461,1,route_manipulation
462,1,transmission_burst
463,1,coordinated_insider
464,1,low_and_slow
465,1,selective_packet_drop
466,1,route_manipulation
467,1,transmission_burst
468,1,coordinated_insider
469,1,low_and_slow
470,1,selective_packet_drop
471,1,route_manipulation
472,1,transmission_burst
473,1,coordinated_insider
474,1,low_and_slow
475,1,selective_packet_drop
476,1,route_manipulation
477,1,transmission_burst
478,1,coordinated_insider
479,1,low_and_slow
480,1,selective_packet_drop
481,1,route_manipulation
482,1,transmission_burst
483,1,coordinated_insider
484,1,low_and_slow
485,1,selective_packet_drop
486,1,route_manipulation
487,1,transmission_burst
488,1,coordinated_insider
489,1,low_and_slow
490,1,selective_packet_drop
491,1,route_manipulation
492,1,transmission_burst
493,1,coordinated_insider
494,1,low_and_slow
495,1,selective_packet_drop
496,1,route_manipulation
497,1,transmission_burst
498,1,coordinated_insider
499,1,low_and_slow
